	JG-27250_S1.rsem.genes.results	JG-27251_S2.rsem.genes.results	JG-27255_S6.rsem.genes.results	JG-27256_S7.rsem.genes.results	JG-27260_S11.rsem.genes.results	JG-27261_S12.rsem.genes.results
ENSG00000261598_RP11-107D24.2	0	0	0	0	0	0
ENSG00000261599_HERC2P8	48.19	36.33	43.7	33.31	23.06	38.21
ENSG00000261600_RP11-575H3.1	8	1	2	5	5	9
ENSG00000261602_CTD-2033A16.1	0	0	0	0	0	0
ENSG00000261603_PRSS46	0	0	0	0	0	0
ENSG00000261604_CTD-2636A23.2	2.11	0	3.23	3.27	3.12	0
ENSG00000261606_RP11-414J4.2	0	0	0	2.84	2	0
ENSG00000261607_RP11-812E19.5	0	0	0	0	0	0
ENSG00000261608_SLC25A1P4	0	0	0	0	0	0
ENSG00000261609_GAN	298.35	215.32	279.86	212.35	212.08	230.47
ENSG00000261610_AP000265.1	0	1	0	0	0	1
ENSG00000261611_AC010547.9	38.91	54.56	36.27	46.98	32.34	61.32
ENSG00000261612_SUB1P3	0	0	0	0	0	1
ENSG00000261613_RP11-20I23.13	53	128	66	186	64	148
ENSG00000261614_CSDAP1	0	0	0	0	0	0
ENSG00000261615_CTD-2291D10.1	0	0	1	0	0	0
ENSG00000261616_RP11-6O2.3	5.19	5.1	0	1.09	2	1.03
ENSG00000261617_RP11-243A14.1	0	0	0	0	0	0
ENSG00000261618_RP11-79H23.3	3	3	1	3	0	3
ENSG00000261620_HMGN2P41	0	1	0	0	0	0
ENSG00000261621_RP11-580I1.2	0	0	0	0	0	0
ENSG00000261622_RP11-484P15.1	0	0	0	0	0	0
ENSG00000261623_RP11-189E14.4	0	0	0	0	0	0
ENSG00000261624_RP5-914M6.1	0	0	0	0	0	0
ENSG00000261625_RP11-554A11.4	0	0	0	0	0	0
ENSG00000261627_RP11-91I8.1	0	0	0	0	0	0
ENSG00000261628_RP11-540B6.3	0	0	0	0	0	0
ENSG00000261629_RP5-842K16.2	0	0	0	0	0	0
ENSG00000261630_RP11-357N13.3	0	0	0	0	0	0
ENSG00000261632_RP11-390D11.1	0	0	0	0	0	0
ENSG00000261633_RP11-405F3.5	0	0	0	0	0	0
ENSG00000261634_RP11-352D13.6	3	1	4	1	0	2
ENSG00000261635_RP11-618N24.1	0	0	0	0	0	0
ENSG00000261636_CTA-249B10.1	0	0	0	0	0	0
ENSG00000261637_RP11-883G14.2	0	0	0	0	0	0
ENSG00000261638_RP11-700H13.1	0	0	0	0	0	0
ENSG00000261641_LA16c-390E6.5	0	0	0	0	0	0
ENSG00000261642_RP11-309H21.3	1	0.68	1	0	0	0
ENSG00000261643_RP11-529E10.6	6	9	7	3	4	7
ENSG00000261644_RP11-327F22.2	0	1	0	1	0	1
ENSG00000261645_DISC1FP1	0	0	3	0	0	0
ENSG00000261646_RP11-489G11.3	0	0	0	0	0	0
ENSG00000261647_IMPDH1P11	0	0	0	0	0	0
ENSG00000261648_CTD-2014E2.2	0	0	0	0	0	0
ENSG00000261649_GOLGA6L7P	0	0	0	0	0	0
ENSG00000261650_RP11-474D1.4	0	0	0	0	0	0
ENSG00000261651_RP11-899L11.3	0	0	0	0	0	0
ENSG00000261652_C15orf65	13	24	18	11	13	23
ENSG00000261653_RP11-21L1.1	0.96	1.04	4.08	1.5	1.01	1.94
ENSG00000261654_RP11-96K19.4	0	2	2.53	5.01	2.02	0
ENSG00000261655_CTD-3064M3.3	1	0	0	0	0	1
ENSG00000261656_BEAN1-AS1	0	0	0	0	1	0
ENSG00000261659_LA16c-313D11.12	35.53	63.34	34.49	84.45	15.28	50.17
ENSG00000261662_RP5-1042I8.7	10	0	10	3	7	3
ENSG00000261663_RP11-304L19.11	11	23	21	9	9	12
ENSG00000261664_TTC39A-AS1	0	0	0	0	0	0
ENSG00000261665_TUBAP4	0	0	0	0	0	0
ENSG00000261666_LINC00560	0	0	0	0	0	0
ENSG00000261667_RP11-520P18.5	0	0	1	0	0	0
ENSG00000261668_RP11-50D9.3	2.1	2.38	1.26	0	1	0
ENSG00000261669_CTD-2515A14.1	0	0	0	0	0	0
ENSG00000261670_RP11-1C8.5	3	2	1	1	1	1
ENSG00000261671_RP11-573G6.6	1	0	0	0	0	0
ENSG00000261672_RP11-475B2.1	0	0	0	0	0	0
ENSG00000261673_RP11-328J14.1	0	0	0	0	0	0
ENSG00000261675_RP5-1119A7.17	0	0	0	0	0	0
ENSG00000261678_SCRT1	1	0	0	0	0	2
ENSG00000261679_ATP5HP1	0	0	0	0	0	0
ENSG00000261680_RP11-146F11.3	0	0	0	0	0	0
ENSG00000261682_RP11-19N8.7	0	0	0	0.33	0	0
ENSG00000261683_LINC00838	0	0	0	0	0	0
ENSG00000261684_RP11-265N6.1	0	0	0	0	0	0
ENSG00000261685_RP11-401P9.4	1	0	0	0	0	0
ENSG00000261687_RP11-473C18.3	0	0	0	0	0	0
ENSG00000261689_AGGF1P4	0	0	0	0	0	0
ENSG00000261691_LA16c-366D1.3	0	0	0	0	0	0
ENSG00000261692_RP1-168P16.1	0	0	0	0	0	0
ENSG00000261693_RP13-467H17.1	1	0	0	1	0	4
ENSG00000261695_RP11-719K4.6	0	0	0	0	0	0
ENSG00000261696_RP11-354P17.15	0	0	0	0	0	0
ENSG00000261697_RP11-178L8.5	2	0	0	0	0	0
ENSG00000261701_HPR	0	0	0	0	0	0
ENSG00000261702_RP11-282M16.1	0	0	0	0	0	0
ENSG00000261703_RP11-327F22.5	0	0	0	0	0	0
ENSG00000261704_IGHV1OR16-1	0	0	0	0	0	0
ENSG00000261706_LINC00165	61	54	102	81	73	78
ENSG00000261707_RP11-264M12.2	0	0	0	0	0	0
ENSG00000261708_DNM1P32	0	0	0	0	0	0
ENSG00000261709_SNORA11	0	0	0	0	0	0
ENSG00000261710_RP11-953B20.1	0	0	0	0	0	0
ENSG00000261711_FRG2DP	0	0	0	0	0	0
ENSG00000261713_SSTR5-AS1	1	9	1.39	7.33	0	4
ENSG00000261714_CTD-2562G15.2	0	1	0	0	0	0
ENSG00000261715_LINC01477	2	0	0	0	0	0
ENSG00000261716_RP11-196G18.22	111.76	251.55	179.83	253.01	68.06	215.44
ENSG00000261717_RP11-77K12.1	0	0	0	0	0	0
ENSG00000261719_RP11-67H24.1	0	0	0	0	0	0
ENSG00000261720_RP11-161M6.5	0	0	0.61	0.67	0	0
ENSG00000261722_RP11-679B19.2	0	0	0	0	0	0
ENSG00000261723_CTD-2196E14.3	2	0	0	0	0	1
ENSG00000261725_RP11-480G7.3	0	0	0	0	0	0
ENSG00000261727_RP11-1166P10.6	0	0	0	0	0	0
ENSG00000261728_RP11-307O13.1	1	0	4	1	0	2
ENSG00000261729_GS1-204I12.4	0	0	0	0	0	0
ENSG00000261730_RP4-668J24.2	7	6	5	5	4	10
ENSG00000261731_CTD-2358C21.4	0	2.56	0	5.01	0	0
ENSG00000261732_LA16c-431H6.6	22.39	31.06	26.1	36.29	36.9	58.62
ENSG00000261734_RP11-669C19.1	0	0	0	0	0	0
ENSG00000261736_AC002551.1	0	0	0	0	0	0
ENSG00000261737_RP4-612B15.3	6	4	3	5	1	10
ENSG00000261738_MIR3976HG	0	0	0	0	0	0
ENSG00000261739_GOLGA8S	6.05	2.19	8.76	5.15	6.27	1.58
ENSG00000261740_RP11-345J4.5	548.26	575.93	547.85	578.29	567.52	718.32
ENSG00000261741_FRG2KP	0	0	0	0	0	0
ENSG00000261742_LINC00922	2	0	0	1	0	0
ENSG00000261743_RP11-2K6.2	0	0	0	0	0	0
ENSG00000261744_RP11-21B21.4	0	0	0	0	0	0
ENSG00000261745_RP11-506E9.3	0	0	0	0	0	0
ENSG00000261747_RP11-932O9.3	0	0	0	0	0	0
ENSG00000261748_RP11-419L9.1	0	0	0	0	0	0
ENSG00000261749_RP11-152O14.1	0	0	0	0	0	0
ENSG00000261751_RP11-305A4.3	0	0	0	0	0	0
ENSG00000261752_AGGF1P8	0	0	0	0	0	0
ENSG00000261754_CTC-523E23.1	0	0	1	0	0	0
ENSG00000261757_AC005592.3	0	0	0	0	0	0
ENSG00000261758_RP11-102M11.2	0	2	0	0	1	0
ENSG00000261759_RP11-626G11.3	216.35	176.37	217.23	185.43	186.68	206.58
ENSG00000261760_RP11-1223D19.1	5.41	1	2.16	0	1.13	3.46
ENSG00000261761_RP11-103J17.2	101	75	132	101	72	108
ENSG00000261762_RP11-650L12.2	46.67	51.33	61.97	45.58	36.81	51.39
ENSG00000261763_RP11-442N1.2	0	0	0	0	0	0
ENSG00000261764_KRT18P18	0	0	0	0	0	0
ENSG00000261765_RP11-498D10.3	0	0	0	0	0	0
ENSG00000261766_RP11-22P6.2	1	0	1	0	1	1
ENSG00000261770_CTC-459F4.1	36	41	69	66	52	55
ENSG00000261771_DYX1C1-CCPG1	0	0	67.6	0	0	30.86
ENSG00000261773_WI2-89031B12.1	0	2	0	0	1	0
ENSG00000261774_RP11-328J14.2	0	0	0	0	0	0
ENSG00000261775_RP11-10O17.3	0	0	0	0	0	0
ENSG00000261776_RP11-358L22.2	0	0	0	0	0	0
ENSG00000261777_RP11-529K1.2	9	13.01	9	32.19	12	25
ENSG00000261778_RP5-1173P7.1	0	0	0	0	0	0
ENSG00000261779_RP11-69H7.3	0	0	0	0	0	0
ENSG00000261780_CTD-2354A18.1	2.08	7.92	5.09	3.33	2.99	3.05
ENSG00000261781_RP11-174G17.2	0	0	0	0	0	0
ENSG00000261782_RP11-43P5.1	0	0	0	0	0	0
ENSG00000261783_RP11-252K23.2	1	2	2	1	2	5
ENSG00000261786_RP4-555D20.2	25	8	34	4	9	2
ENSG00000261787_TCF24	0	3	1	0	0	5
ENSG00000261789_RP11-709D24.5	1	0	0	0	0	0
ENSG00000261790_AC005606.14	0	0	0	0	0	0
ENSG00000261792_DNM1P28	0	0	0	0	0	0
ENSG00000261793_RP11-350O14.18	0	0	0	0	0	0
ENSG00000261794_GOLGA8H	18.75	3.87	15.34	1.53	8.51	1.03
ENSG00000261795_RP11-90P13.1	0	0	0	0	0	0
ENSG00000261796_ISY1-RAB43	489.35	822.24	660.59	732.71	603.36	1109.59
ENSG00000261797_RP11-744I24.3	0	0	0	0	0	0
ENSG00000261798_RP1-118J21.25	7	5	7	3	3	2
ENSG00000261799_RP11-283I3.6	61	38	61	42	33	47
ENSG00000261800_RP11-244B22.11	0	0	0	0	0	0
ENSG00000261801_LOXL1-AS1	391.98	72	325	93	287	80
ENSG00000261802_RP11-44I10.6	0	0	0	0	0	0
ENSG00000261803_RP11-434E6.2	0	0	0	0	0	0
ENSG00000261804_RP11-44F14.2	7	3	3	3	3	6
ENSG00000261806_AC126281.1	0	0	0	0	0	0
ENSG00000261807_RP11-430C1.1	0	0	0	0	0	0
ENSG00000261809_CYP3A54P	0	0	0	0	0	0
ENSG00000261810_RP11-895K13.2	0	0	0	0	0	0
ENSG00000261811_RP11-382N13.2	0	0	0	0	0	0
ENSG00000261812_TUBB8P7	0	0	0	0	0	0
ENSG00000261813_RP11-151H2.3	0	0	0	0	0	0
ENSG00000261815_RP11-22D3.2	0	0	0	0	0	0
ENSG00000261816_RP11-863P13.2	0	0	0	0	0	0
ENSG00000261817_RP11-502H18.2	0	0	0	0	0	0
ENSG00000261818_RP11-351A20.1	0	0	0	0	0	0
ENSG00000261819_RP11-680G24.4	0	2.11	0	0	0	0
ENSG00000261820_DNM1P49	0	0	0	0	0	0
ENSG00000261821_CTD-2311M21.3	7	1.07	3	3.03	4	0
ENSG00000261822_RP11-265N6.2	0	0	0	0	0	0.73
ENSG00000261823_RP11-48G14.1	0	0	0	0	0	0
ENSG00000261824_LINC00662	349.49	364	315	397.04	415	548
ENSG00000261826_RP11-691G17.1	0	0	0	0	0	0
ENSG00000261829_RP11-223I10.1	0	0	0	0	0	0
ENSG00000261831_RP11-533E19.2	0	0	0	0	0	0
ENSG00000261832_RP11-435I10.4	7.63	0	19.45	3.68	2.8	6.56
ENSG00000261833_RP11-58C22.1	0	0	0	2	0	0
ENSG00000261834_IGHV3OR16-15	0	0	0	0	0	0
ENSG00000261835_RP11-429P3.2	0	0	0	0	0	0
ENSG00000261837_RP11-264L1.3	0	0	0	0	0	0
ENSG00000261838_RP11-303E16.6	0	0	0	0	0	0
ENSG00000261839_RP1-265C24.8	1	2.09	0	0	0	1.36
ENSG00000261840_RP11-146F11.1	6.1	4	3.08	4.13	1.12	3.02
ENSG00000261842_RP11-143I21.1	0	0	1	0	0	0
ENSG00000261845_RP13-638C3.4	0	0	0	0	0	0
ENSG00000261848_CTD-2309O5.3	0	0	1	0	0	0
ENSG00000261856_CTD-2135D7.4	0	0	0	0	0	0
ENSG00000261857_MIA	3	0.61	12	2.15	0	1.55
ENSG00000261863_RP11-141J13.5	0	0	0	0	0	0
ENSG00000261864_RP11-67A1.2	0	0	0	0	2.58	2.45
ENSG00000261866_AC092566.1	0	0	0	0	0	0
ENSG00000261868_MFSD1P1	0	1	0	2	0	0
ENSG00000261872_RP5-867C24.5	0	0	0	0	0	0
ENSG00000261873_RP11-515E23.1	0	0	0	0	0	0
ENSG00000261879_RP11-333E1.1	9	6	15	9	5	7
ENSG00000261882_RP11-502F1.2	0	0	0	0	0	0
ENSG00000261884_CTC-479C5.12	73.2	162.44	144.11	181.55	101.28	222.1
ENSG00000261886_RP11-63A1.1	1	0	0	0	0	0
ENSG00000261888_AC144831.1	6	3	25	4	3	4
ENSG00000261889_RP11-473M20.16	7	8.01	5	13	8	14
ENSG00000261898_RP11-314A20.5	0	0	0	2	0	0
ENSG00000261904_MTND5P33	0	0	0	0	0	0
ENSG00000261914_RPL23AP84	0	0	0	0	0	0
ENSG00000261915_RP11-542C16.2	13.27	0	0	0	0	0
ENSG00000261916_RP11-235E17.4	0	0	0	0	0	0
ENSG00000261924_CTD-2561B21.5	1	1	2	1	2	6
ENSG00000261934_PCDHGA9	1.59	1.58	1.61	1	3.12	1.6
ENSG00000261938_RP11-461A8.1	0	0.76	0	0	0	0
ENSG00000261939_LARP7P2	0	0	0	0	0	0
ENSG00000261949_GFY	1	5	0	1	1	1
ENSG00000261959_RP11-893F2.14	1	0	0	0	0	0
ENSG00000261963_RP11-74E22.4	0	0	0	0	0	0
ENSG00000261965_ISCA1P3	0	0	0	0	0	0
ENSG00000261970_RP11-342L8.2	0	0	0	0	0	0
ENSG00000261971_MMP25-AS1	133.37	239.24	204.69	292.66	217	257.71
ENSG00000261976_RP11-506D12.5	0	0	0	0	0	0
ENSG00000261978_CTD-2529O21.2	0	0	0	0	0	0
ENSG00000261987_KYNUP1	0	0	0	0	0	0
ENSG00000261996_CTC-281F24.1	0	0	0	0	1	2
ENSG00000261997_RP11-212I21.4	0	1	1	0	2	1
ENSG00000262000_CTD-2526A2.5	0	0	0	0	0	0
ENSG00000262001_DLGAP1-AS2	45	60	49	107	29	64
ENSG00000262003_RP11-676J12.7	1	0	1	0	0	1
ENSG00000262006_RP11-700H6.4	0	0	0	0	0	0
ENSG00000262008_RP11-510M2.8	0	0	0	0	0	0
ENSG00000262011_AC003009.1	0	0	1	0	0	0
ENSG00000262020_RP11-66H6.3	0	0	0	0	0	0
ENSG00000262031_RP11-63A1.2	0	0	0	0	0	0
ENSG00000262038_RP11-177N22.3	0	0	0	0	0	0
ENSG00000262039_RP11-81K2.1	0	0	0	1	0	0
ENSG00000262048_RP1-232L24.4	0	0	0	0	0	0
ENSG00000262049_RP13-1032I1.7	123.44	147.02	128.73	97.11	127.27	159.34
ENSG00000262050_RP11-74E22.3	1	1	0	0	0	0
ENSG00000262052_RP11-763E3.1	0	0	0	0	0	0
ENSG00000262061_RP11-1260E13.4	0	0	2	2	0	1
ENSG00000262067_CTD-2545G14.2	0	0	0	0	0	0
ENSG00000262074_SNORD3B-2	10.48	6.96	14.45	6	1.5	1.98
ENSG00000262075_DKFZP434A062	0	1	2	1	0	1
ENSG00000262079_RP11-515O17.3	1	0	0	0	1	1.51
ENSG00000262081_IL9RP4	0	0	0	0	0	0
ENSG00000262085_OR1P1	0	0	0	0	0	0
ENSG00000262089_RP11-589P10.5	2	2	0	2	1	2
ENSG00000262090_RP11-23E10.5	0	0	0	0	0	0
ENSG00000262094_AC139099.5	0	0	0	0	1	0
ENSG00000262095_RP3-433F14.4	0	0	0	0	0	0
ENSG00000262096_PCDHB19P	1	0	0	1	0	0
ENSG00000262097_CTD-2135D7.5	0	0	0	0	0	0
ENSG00000262098_CTD-2561B21.10	0	0	0	0	0	0
ENSG00000262099_CTC-524C5.5	0	0	0	0	0	0
ENSG00000262106_OR1D3P	0	0	0	0	0	0
ENSG00000262107_RP11-109M19.5	0	0	0	0	0	0
ENSG00000262112_RP11-670E13.5	0	0	0	0	0	0
ENSG00000262115_RP11-455O6.2	0	0	0	0	0	0
ENSG00000262116_AC009134.1	0	0	0	0	0	0
ENSG00000262117_BCAR4	0	1	0	0	0	0
ENSG00000262118_MTCO1P28	0	0	1	0	1	0
ENSG00000262119_RP11-483C6.1	0	0	0	0	2	0
ENSG00000262120_RP11-510M2.7	0	0	0	0	0	0
ENSG00000262133_RP11-676J12.6	0	0	0	0	0	0
ENSG00000262135_GARSP1	0	0	0	0	0	0
ENSG00000262136_CTD-2033A16.3	4.39	8.69	2.06	4.56	2.02	7.81
ENSG00000262140_RP11-417N10.3	0	0	0	1	0	0
ENSG00000262141_CTC-479C5.11	0	0	0	0	0	0
ENSG00000262147_RP13-638C3.3	0	0	0	2	2	2
ENSG00000262151_RP11-876N24.2	0	0	0	0	0	0
ENSG00000262152_LA16c-380H5.1	1	0	0	0	3	0
ENSG00000262154_EIF1P4	0	0	0	0	0	0
ENSG00000262155_RP11-266L9.5	0	0	0	1	0	0
ENSG00000262158_CTD-2318B16.2	0	0	0	0	0	0
ENSG00000262160_RP11-96D1.11	223.61	367.11	184.02	267.32	188.92	316.79
ENSG00000262165_RP11-81A22.5	0	0	0	0	0	0
ENSG00000262171_CTA-972D3.2	0	1	0	0	3	1
ENSG00000262172_CTD-2529O21.1	0	0	0	0	0	1
ENSG00000262179_RP1-302G2.5	0	0	0	0	0	0
ENSG00000262180_OCLM	3	5	5	0	0	2
ENSG00000262181_FAM166AP6	0	0	0	0	0	0
ENSG00000262185_RP11-462G12.1	29.19	4.99	27.99	5	17.32	8.59
ENSG00000262187_RP11-652G5.2	0	0	0	0	0	0
ENSG00000262188_RP11-353N14.4	4	0	2.98	1	2	7.57
ENSG00000262198_RP11-124N19.3	0	0	0	0	0	0
ENSG00000262202_RP11-160E2.6	1.59	3.02	0	0	0	0
ENSG00000262209_PCDHGB3	3	1	2	2.39	1.52	0
ENSG00000262211_CTD-2031P19.5	0	0	0	0	0	0
ENSG00000262213_AC144836.1	0	0	0	0	0	0
ENSG00000262222_RP11-876N24.4	8.01	13.23	9.21	6.97	2.29	13
ENSG00000262223_RP11-1055B8.3	0	0	0	0	0	0
ENSG00000262227_RP5-1050D4.5	4	18	7	12	6	21
ENSG00000262228_RP11-676J12.4	4.85	4	2.61	6	1.29	6.99
ENSG00000262231_RP11-960B9.2	0	0	0	0	0	0
ENSG00000262235_TMF1P1	0	0	0	0	0	0
ENSG00000262246_CORO7	265	371	365	373.01	299	488
ENSG00000262248_RP11-235E17.5	0	0	0	0	0	0
ENSG00000262251_RP11-199F11.2	38	79	50	48	17	65
ENSG00000262259_MTND4LP24	0	0	0	0	0	0
ENSG00000262262_RP11-815I9.3	0	0	0	0	0	0
ENSG00000262265_RP5-867C24.4	0	0	0	0	1	0
ENSG00000262267_U95743.1	0	0	0	0	1	0
ENSG00000262271_CTD-2535P7.1	0	0	0	0	0	0
ENSG00000262292_RP11-160E2.11	0	1	0	0	0	0
ENSG00000262294_RP11-1260E13.2	0	0	1	0	0	0
ENSG00000262296_RP11-55L4.1	0	0	0	0	0	0
ENSG00000262298_RP5-1107A17.3	0	0	2	0	0	0
ENSG00000262302_RP1-4G17.5	0	0	0	0	0	0
ENSG00000262304_RP11-235E17.2	13.73	19.24	6.79	4.7	0	24.27
ENSG00000262312_LA16c-390H2.4	1	0	0	2	1	0
ENSG00000262313_CTD-2561B21.4	0	0	0	0	0	0
ENSG00000262316_RP11-433P17.1	0	0	0	0	0	2
ENSG00000262319_CTC-457L16.2	0	5	0	3	0	0.5
ENSG00000262322_MTND4P34	0	0	0	0	0	0
ENSG00000262332_RP11-517A5.7	0	0	0	0	0	0
ENSG00000262333_HNRNPA1P16	8.74	17	13.26	15	7.52	19
ENSG00000262339_RP11-1197K16.2	0	0	0	0	0	0
ENSG00000262343_RP11-353N14.3	0	0	0	0	0	0
ENSG00000262352_AP005530.1	0	0	0	0	0	0
ENSG00000262358_CTD-3195I5.4	0	0	0	0	1	0
ENSG00000262362_LA16c-380H5.2	0	0	1	0	1	0
ENSG00000262366_NDUFA3P6	0	0	0	0	0	0
ENSG00000262370_RP11-473M20.9	3.95	2.09	11.85	11.75	7.85	10.99
ENSG00000262372_RP11-669E14.6	0	0	0	0	2	0
ENSG00000262380_CTB-193M12.3	0	0	0	0	0	0
ENSG00000262381_CTD-2318B16.1	0	0	1	0	0	0
ENSG00000262384_RP11-312B18.1	0	0	0	0	0	0
ENSG00000262395_RP11-515E23.2	0	0	0	0	0	0
ENSG00000262400_RP11-191A15.1	0	0	0	0	0	0
ENSG00000262402_RP11-667K14.8	0	0	0	1	0	0
ENSG00000262406_MMP12	0	0	0	0	0	0
ENSG00000262408_RP11-670E13.3	0	0	0	0	0	0
ENSG00000262410_RP11-388C12.8	3.81	1.26	9.04	0.95	5.26	1.83
ENSG00000262412_RP11-85G18.6	1	3.53	2.65	0	3	3.86
ENSG00000262413_RP11-498C9.3	9.88	28.34	0	7.08	4.04	6.35
ENSG00000262420_RP11-490O6.2	2	8	3	4	3	4
ENSG00000262429_RP5-1050D4.3	0	0	0	0	0	0
ENSG00000262434_RP11-676J12.8	2	0	0	0	0	3
ENSG00000262445_CTD-2545H1.2	0	0	2	0	0	0
ENSG00000262454_MIR193BHG	2	1	5	4	4	2
ENSG00000262456_RP1-59D14.1	7.52	4.44	21.35	26.8	28.56	21.54
ENSG00000262461_SPDYE9P	2.38	2.04	1.71	0	3.5	0
ENSG00000262468_LINC01569	18	23	32	46	31	36
ENSG00000262470_TVP23CP2	0	0	0	0	0	0
ENSG00000262471_RP11-95P2.4	0	0	0	0	0	0
ENSG00000262477_AC021224.1	0	0	0	3.17	0	0
ENSG00000262480_SAMD11P1	0	0	0	0	0	1
ENSG00000262481_TMEM256-PLSCR3	1.04	1.06	2.83	8.16	1.06	2.23
ENSG00000262482_LA16c-321D4.2	0	1	1	0	3	2
ENSG00000262484_CCER2	1	1	1	1	0	1
ENSG00000262488_RP11-876N24.1	0	0	2	0	0	0
ENSG00000262492_RP11-1099M24.8	0	0	0	0	0	2
ENSG00000262495_RP11-46I8.1	0	0	0	0	0	0
ENSG00000262497_FAM187B2P	0	0	0	0	0	0
ENSG00000262500_RP11-259G18.2	0	0	0	0	0	0
ENSG00000262503_RP11-530N7.2	0	0	0	1	0	0
ENSG00000262514_RP11-96D1.9	0	0	0	1	0	0
ENSG00000262516_RP11-95J11.1	0	0	0	0	0	0
ENSG00000262518_CTD-2535P7.2	0	0	0	0	0	0
ENSG00000262519_TXNP4	2	0	0	2	0	0
ENSG00000262521_AJ003147.8	0	0	0	0	0	0
ENSG00000262526_CTD-2545G14.7	0	68.07	0	0	0	0
ENSG00000262528_LA16c-349E10.1	0	1.3	0	0	0	0
ENSG00000262529_CTA-276F8.2	0	0	0	0	0	0
ENSG00000262533_RP11-667K14.4	37.22	4.48	22.63	9.41	40.06	51.98
ENSG00000262539_RP11-259G18.3	0	0.89	0	0	0	0
ENSG00000262543_RP3-422G23.4	0	0	0	0	0	0
ENSG00000262554_LA16c-360H6.2	0	0	0	2.18	0.37	0
ENSG00000262558_RP11-1260E13.3	0	0	1	0	0	0
ENSG00000262560_RP11-296A16.1	0	0	0	0	1.19	0
ENSG00000262561_CTD-2522B17.8	0	0	0	0	0	0
ENSG00000262566_RP11-448N11.3	0	0	0	0	0	0
ENSG00000262576_PCDHGA4	9.18	4.85	3	9	3	3
ENSG00000262580_RP11-334C17.5	219	388	272	271	184.03	290
ENSG00000262583_RP11-77K12.5	0	4.3	0	0	0	0
ENSG00000262585_RP11-353N14.5	0	1	2	1	3	0
ENSG00000262587_RP11-266L9.4	10	14	11	9	5	6
ENSG00000262601_CTC-786C10.1	10	24	16	27	21	21
ENSG00000262609_BTF3P14	0	0	0	0	0	0
ENSG00000262619_LINC00621	1.53	0	1.93	0	0	0
ENSG00000262621_LA16c-306E5.2	114.99	202.88	60.91	174.15	50.35	121.24
ENSG00000262623_RP5-1107A17.2	0	0	0	0	0	0
ENSG00000262624_RP11-104H15.9	0	0	0	0	0	0
ENSG00000262628_OR1D5	0	0	0	0	0	0
ENSG00000262633_RP11-156P1.2	2.55	0	0	0	0	0
ENSG00000262636_CTD-3088G3.4	0	0	0	0	0	0
ENSG00000262648_PHBP15	0	0	0	0	0	2
ENSG00000262651_RP11-164N20.2	0	0	0	0	0	0
ENSG00000262652_RP13-638C3.2	1	0	1	0	3	3
ENSG00000262655_SPON1	13	12	11	10	11	8
ENSG00000262660_RP13-1032I1.10	11.83	0	8.95	0	0	0
ENSG00000262662_CTD-2561B21.3	0	0	0	0	0	0
ENSG00000262663_RP11-497H17.1	3	1	2	1	0	0
ENSG00000262664_OVCA2	205.9	393.82	189.96	373.68	209.04	442.17
ENSG00000262668_AJ003147.9	3.6	3	1	1	0	2
ENSG00000262670_RP11-64J4.2	0	0	0	0	0	0
ENSG00000262678_RP5-1050D4.4	1	4.45	0	0	2.93	1.43
ENSG00000262681_RP11-311F12.1	1	1	0	0	0	0
ENSG00000262686_GLIS2-AS1	0	0	0	0	0	0
ENSG00000262691_CTC-277H1.7	46	35	109	88	53	48
ENSG00000262692_CTD-3195I5.3	1	0	1	0	0	1
ENSG00000262693_RP11-46I8.3	0	0	0	0	0	0
ENSG00000262700_RP11-266L9.3	0	0	0	0	0	0
ENSG00000262703_RP11-485G7.6	6	8	5	6	0	4
ENSG00000262708_RP11-411G7.2	0	0	0	0	0	0
ENSG00000262712_RP11-295D4.1	27.39	70	51.73	97.11	37.4	60.14
ENSG00000262714_RP11-44F14.8	0	0	0	0	0	0
ENSG00000262721_AC106782.20	0	0.57	0	0	0	0
ENSG00000262728_RP11-1000B6.8	8.52	5	1.9	5.5	5.42	3.02
ENSG00000262730_RP11-1099M24.7	0	0	0	0	0	0
ENSG00000262732_CTD-2135D7.2	0	2.46	2.74	2.77	4	1.46
ENSG00000262759_MRPS21P9	0	0	0	0	0	0
ENSG00000262766_RP11-196G11.4	8	2	15	10	1	9
ENSG00000262768_RP11-353N14.1	0	0	0	0	0	0
ENSG00000262769_RP11-1113L8.1	0	1	0	0	0	0
ENSG00000262772_RP11-353N14.2	0	1	0	2	0	0
ENSG00000262777_RP11-818O24.3	0	1	1	0	0	0
ENSG00000262786_RP11-214O1.1	0	0	0	0	0	0
ENSG00000262791_RP11-961A15.1	6.9	11.33	17.15	16.19	6.03	17.64
ENSG00000262801_U91319.1	1	0	1	0	2	0
ENSG00000262803_RP11-160A9.3	0	0	0	0	0	0
ENSG00000262810_RP11-667K14.5	0	0	0	0	0	0
ENSG00000262814_MRPL12	1706.36	2446	1662.8	2166	1693	3051
ENSG00000262815_RP11-565F19.4	2	0.85	0	0.06	0	0
ENSG00000262818_RP11-636N17.1	0	0	0	0	0	0
ENSG00000262823_RP13-580F15.2	2	0	0	0	0	0
ENSG00000262831_RP11-498C9.2	0	0	0	0	0	0.9
ENSG00000262833_RP11-28G8.1	0	2	0	0	0	1
ENSG00000262837_RP11-304F15.7	0	0	0	0	0	0
ENSG00000262848_RP11-517A5.5	3	8	3	3	2	8
ENSG00000262855_RP11-46I8.4	0	0	0	0	0	0
